Meisterzählung,D,A,B,C,E,F,G,W,Notizen
4510,also waren sie ungeschêiden,,,,,,,,
4511,,muoſten ſi bewainen,,,mvſten ſi be waînen,,,,
4512,,MaRia v#and+ Ioſeph die beliben vngeſchaiden,,,,,,,
4513,,,,,ſie waren an den truwen vngeſcheiden,,,,
4514,Daz maere do uedere gewan,,,,#iD+az mare gwan do vedere,,,,
4515,,#rD+az mere weite do chom,,,,,,,
4516,uon der fröen wolgetan 3200,vm die vrowen luſtſam,,,,,,,
4517,,,,,umbe die maget edele,,,,
4518,,ez ſolde niht v#aer+holen ſein,,,moht ez niht v#aer+holen ſin,,,,
4519,,ez flouk weiten vnd#aer+ in,,… ug ez witen unter in,ez vl#sov+c witen vnd#aer+ in,,,,
4520,witen fur ez ze gazzen,von gazzen zegazzen,,von gazen zu gazen,von gazzen ze gazzen,,,,
4521,die iuden viengen ze hazze,die ivden begunden hazz#aen+,,di luden begonden hazen,die [...]en,,,,
4522,div uugewonlichen wort,div vngewonlichev wort,,di ungewonliche wort,[...] vngwonlichen wort,,,,
4523,umbe den himilisken hort,vm den geiſtlichen hort,,um den …,[...] geiſ[...]hen [...],,,,
4524,den div rêine maget truch 3205,den div maget trvege,,,[...]get [...],,,,
4525,iz duhte sie ungefuge genuch,ez douht ſi vngefuege,,,ez dvhte ſie #zvn+gefuge,,,,
4526,wand ez e nie wart uernomen,,,,wan [...] nie v#aer+namen,,,,
4527,zesamen waren sie komen,,,,,,,,
4528,,wan ſi ez nie geſahen,,,,,,,
4529,,ſi hiezzen mariam vahen,,,ſi hiezen die maget vahen,,,,
4530,,v#and+ Ioſeph den alten,,,v#and+ Ioseben den alten,,,,
4531,do hiezzen sie behalten,hiezzen ſi behalten,,,v#and+ hiezen ſi behalten,,,,
4532,die froen ν den alten· 3210,,,,,,,,
4533,nntze an den andern morgen,vnz anden andern morgen,,,vnz an den andern morg[...],,,,
4534,des sie da heten sorgen,des ſida heten ſorgen,,,deſ ſi heten ſorge,,,,
4535,daz waere in geschadet niht,daz hiet in niht geſchadet,,,daz hete in niht geſchat,,,,
4536,ob sie hseten wistûmes iht,v#and+ heten ſi ſinne gehabet,,,heten ſi wiſtum gehabet,,,,
4537,die tumben ewarte 3215,die tumben æwarten,,,die tumben ewarten,,,,
4538,die erkomen harte,erchomen d#aer+ rede harte,,,er kom#aen+t d#aer+ rede harte,,,,
4539,uon der rede do sie erschal,,,,,,,,
4540,ν diu ivdenschaft uberai,,,,,,,,
4541,,,,,vber alle die ſynagogam,,,,
4542,,,,,er schrîte wip v#and+ man,,,,
4543,die bisgofe vnt die rihtaere,,,,#iD+er biſkof v#and+ die furſten,,,,
4544,uerviengen sie mit swsere 3220,die piſchof v#and+ ire furſten,,,,,,,
4545,,gewunnen die geturſten,,,waren indem ge turſten,,,,
4546,daz sie die maget here,daz ſi die maget here,,,daz ſi die maget here,,,,
4547,rafsten also sere,berefſten alſo ſere,,,refſten uil ſere,,,,
4548,sunderen hiezzen sies do,ſundern hiezzen ſi ſiv do,,,eine ſunderin #dſie+ hiezen #zſi+ ſie do,,,,
4549,in ir nitlichem concilio,in ir concilio,,,in ir concilio,,,,
4550,einhalp stunt des himels brut 3225,,,,,,,,
4551,anderhalp der gotes trat,,,,,,,,
4552,furgeleit wart in beiden,,,,,,,,
4553,von dem uolke unbescheiden,,,,,,,,
4554,,vnſer vrowe ſt#suo+nt ainhalben,,,vnſer vr#sov+we ſtvnt ein halp,,,,
4555,,#rI+oſeph anderhalb#aen+,,,Ioſeph and#aer+halp,,,,
4556,,alſo wurden ſi geſtalt,,,ſuſ wrden ſie geſtellet,,,,
4557,,in wart vor gezalt,,,v#and+ wart in vor ge zellet,,,,
4558,manich freise ? zorn,manek fraiſe v#and+ zorn,,,manic vraiſe v#and+ zorn,,,,
4559,wie sie musen sin uerlorn 3230,wie #f47v+ ſi m#sve#ſen ſein v#aer+lorn,,,wie ſi waren verlorn,,,,
4560,ob sie deheiner sunden,,,,obe ſi an dehainer ſtunde,,,,
4561,wrden uberwnden,,,,ſunden wrden vb#aer+wnden,,,,
4562,sie begunden sie anuehten,ſi begunden ſey an vehten,,,ſi begunden ſi ane uehten,,,,
4563,daz uon ir unrehte,daz von ir vnrehten,,,daz von ir vn rehte,,,,
4564,div e waere zebrocben 3235,div #^æ+ were zeprochen,,,dv ê ware zer brochen,,,,
4565,daz wrde wol errochen,daz belibe niht vngerochen,,,daz wrde wol [...],,,,
4566,ob sie uor ir geslahte,,,,,,,,
4567,gerihten niemew msehte,,,,,,,,
4568,sie satzien in varlichen f?r,,,,,,,,
4569,die angestlichen selbchür 3240,,,,,,,,
4570,ez hete in sinem geböte,,,,,,,,
4571,Moyses geuestent uon gote,,,,,,,,
4572,die an der e missetaten,,,,,,,,
4573,weih püze sie dauon haeten,,,,,,,,
4574,daz in daz gerihte gemêine 3245,,,,,,,,
4575,ertseilte die stêine,,,,,,,,
4576,ν den swaren tot mit schänden,,,,,,,,
4577,uon steinwerfenten handen,,,,,,,,
4578,daz leiten sie in fûre durh nît,,,,,,,,
4579,den der tieuil den sinen git 3250,,,,,,,,
4580,die im underhorik sint,,,,,,,,
4581,ν die uor ubele werdent blint,,,,,,,,
4582,an der gute vñ der warheit,,,,,,,,
4583,diu tugentrichiv meit,,,,,,,,
4584,eruorhte ir zenihte daz 3255,,,,,,,,
4585,sie tröste ie baz ν baz,,,,,,,,
4586,ir reines herzen stsete,,,,,,,,
4587,swie genote ir diu diet taete,,,,,,,,
4588,,nach Moyſes gebot,,,,,,,
4589,,daz in geſetzet were von got,,,,,,,
4590,,alle die vnælich,,,,,,,
4591,,lebten in dem reich,,… In dem rich,,,,,
4592,,daz man ſiv ſtainot,,daz man si steinote,,,,,
4593,,ſi ſtrebten vil genot,,si strebten vil genote ,,,,,
4594,,daz man ſiv bede tot,,,,,,,
4595,,div magt vorihte niht daz ,,,,,,,
4596,,wan ſi îe baz v#and+ baz,,,,,,,
4597,,troſt ir gem#sve+te,,,,,,,
4598,,ſwas man ſey gem#svo+te,,,,,,,
4599,,,,daz si da musteu ligon tot,,,,,
4600,,,,des betwank si doch kein,,,,,
4601,Ioseph sin unschulde bot ,#rI+oſeph ſein vnſchulde pot,,,,,,,
4602,erne wart nie bleich noh rot 3260,er wart nie plaich noch rot,,,,,,,
4603,uon neheiner slahte uorhten,von den hain#aer+ ſlahte vorhten,,,,,,,
4604,die iuden alle daz marhten,die ivden daz allez marekten,,,,,,,
4605,daz sie bediv stateklichen,,,,,,,,
4606,uor armen V uor riehen,,,,,,,,
4607,ir unschulde iahen 3265,daz ſi vnſchulden iahen,,,,,,,
4608,swie sie die bernde wambe sahen,,,,,,,,
4609,,v#and+ ſi die warheit ſahen,,,,,,,
4610,Si heten eine gewonheit,Si heten eine gewonheit,,,,,,,
4611,diu was den schuldigen leit,div waz den ſchuldegen lait,,,,,,,
4612,ein urteile freissam,ein vrtail frayſam,,,,,,,
4613,ir alter uater Habrakam 3270,ir lieber vater abraham,,,,,,,
4614,vnt ir herzöge Moisés,v#and+ ir vat#aer+ Moyſes,,,,,,,
4615,die bewisten sie des,die beweiſten ſi des,,,,,,,
4616,daz sie des wazzers unde,daz ſi des wazzers vnden,,,,,,,
4617,also gesegen chunden,alſo ſegen chvnden,,,,,,,
4618,30 vnde also tiefe beswêrn 3275,v#and+ alſo tyeffe beſweren,,,,,,,
4619,daz sie niemen m sehte ernern,daz ſich nieman mohte ernern,,,,,,,
4620,die schuldige dar chamen,,,,,,,,
4621,ν daz tranch genanten,die den trank namen,,,,,,,
4622,mit leide musen die beiigen,,,,,,,,
4623,die uon schulden wrden bezigen 3280,,,,,,,,
4624,,v#and+ ihteſ ſchuldik waren,,,,,,,
4625,,des ſi ſchuldik beliben,,,,,,,
4626,,des ſi wurden gezigen,,,,,,,
4627,ofte gescah swer iz tranch,dike chom ez der ez trank,,,,,,,
4628,daz im div huf uzspranch,daz im div huf #sov+f ſp#ara+nch,,,,,,,
4629,35 im sprangen uz ioli div ógen,ofte ſprungen im #sov+z die augen,,,,,,,
4630,s\ver da wolte logen,ſwer #f48r+ da wolte laugen,,,,,,,
4631,siner missetsete 3285,ſein#aer+ miſſetat,,,,,,,
4632,die er begangen hsete,die er begangen hat,,,,,,,
4633,genüge lagen da tot,gen#suo+ge lagen tot,,,,,,,
4634,durh des wazzeres not,v#aon+ des wazzers not,,,,,,,
4635,sie forhten ez alle ensamet,,,,,,,,
4636,ia was div urteil genamet 3290,,,… Daz urteil genamet,,,,,
4637,ein wazzer zelotipie,ez hiez a#aqua+lotipie,,aqua celotippio,,,,,
4638,den schuldigen tet sie wê,den ſchuldegen tet iz w#^æ+,,ez tet de schuldige we,,,,,
4639,'Nu droten'' sie unser fröen',ſi droten vnſer vrowen ,,si dreuten unser vrouweu,,,,,
4640,sie wolten daran scöen,ſi wolten dar an ſchowen,,si wolten …,,,,,
4641,wer der man waere 3295,wer d#aer+ man were,,,,,,,
4642,bi dem sie kint gebäre,pey dem ſi daz kint gebære,,,,,,,
4643,sie dr5ten Sch Iosebe,Si droten Ioſeben,,,,,,,
4644,ze uorderist an der grede,,,,,,,,
4645,,auch an ſein leben,,,,,,,
4646,wolt er schiere niht iehen,ob er niht wolte iehen ,,,,,,,
4647,er muse iaimer sehen 3300,er m#sve+ſe fraiſe ſehen,,,,,,,
4648,ane sin selbes libe,an ſein ſelbes leibe,,,,,,,
4649,sie fragten ob er ze wibe,ſi fragten ob er ze weibe,,,,,,,
4650,hete gwnnen die maget,het gehabt die magt,,,,,,,
4651,der herre was unuerzaget,d#aer+ herre waz vn verzagt,,,,,,,
4652,er sprah vil gnendekliche 3305,er ſp#ara+ch vil paltliche,,,,,,,
4653,daz wizze got der riche,daz wizze got d#aer+ reiche,,,,,,,
4654,daz ich sin niht han getan,,,,,,,,
4655,noh nie willen gewan,,,,,,,,
4656,daz kint ich nie gerürte,daz ich ſey nie ger#suo+rte,,,,,,,
4657,doh ich sie heim fürte 3310,ſeit ich ſey haym f#suo+rte,,,,,,,
4658,ir wizzet wol wes ich gedahte,ir wizzet wol waz ich rette,,,,,,,
4659,do man mirs zubrâhte,,,,,,,,
4660,,v#and+ wes ich willen hette,,,,,,,
4661,ze Capfarnaum was ih geuarn,ze Capfarnaum waz ich gevaren,,,,,,,
4662,da muse ich ander dinch bewarn ,and#aer+ min dink bewaren,,,,,,,
4663,do ich chom wider hêin 3315,do ich chom wid#aer+ haim ,,,,,,,
4664,disiv sorge mir erschein,diſe ſorge mir erſchain,,,,,,,
4665,die ir nn selbe chieset,die ir ſelbe kieſet,,,,,,,
4666,unt ist daz ir mih nu flieset,iſt daz ir mich v#aer+lieſet,,,,,,,
4667,got mak die sele behalten,,,,,,,,
4668,'ν ruche des (… )'' 3320',,,,,,,,
4669,,got mak mit ſeinem gewalte,,,,,,,
4670,,mein ſele wol behalt#aen+,,,,,,,
4671,Die ersteinten iuden,#rD+ie vil herten Ivden,,,,,,,
4672,die unser froen anlugen,die Mariam ane lugen,,,,,,,
4673,ν ir ere fürten ueile,v#and+ ir ære f#suo+rten vaile,,,,,,,
4674,die ilten die urteile,ſi eylten die vrtayle,,,,,,,
4675,15 segenen mit flizze,ſegen mit fleizze,,,,,,,
4676,daz sie die itwizze,daz ſi ir iteweizze,,,,,,,
4677,musen da bewaeren,m#sve+ſten bewæren,,,,,,,
4678,mit wlfinen gebaren,vil wu#zl+ffein gebaren,,,,,,,
4679,raizete sie algemêine,,,,,,,,
4680,der nit uf die vil reine 3330,,,,,,,,
4681,do der brunne was gereit,,,,,,,,
4682,Iosep als daz buch saeit,,,,,,,,
4683,,tr#suo+gen ſi ge#f48v+maine,,,,,,,
4684,,ovf die vrowen raine,,,,,,,
4685,,ſi ſahen ſei an mit hazze,,,,,,,
4686,,do geſegent wart daz wazzer,,,,,,,
4687,,aqua potacionis,,,,,,,
4688,,do wolten ſi ſein gewis,,do wolte si wesen vil gewis,,,,,
4689,,daz ſi zeſchalle,,,,,,,
4690,,,,daz si mit grozem val le,,,,,
4691,,v#and+ ze ſpote wurde in allen,,zu gespotte in wurde allen,,,,,
4692,,,,davidis kint iolseph,#fE1r+ #iD+auides kint ioſeph,,,,
4693,,,,als da gescriben stet,als e da geſcriben ſtet,,,,
4694,der gerte neheiner friste,#rI+oſeph gert den heiner friſt,,der begerte keiner vriste,der gerte dehainer vriſt,,,,
4695,wand in got selbe wiste,,,,,,,,
4696,,wan er trank ze fordriſt,,trank zu dem ersten,er tranc zemeriſt,,,,
4697,er drauch ane sorgen darfur 3335,ane ſorge er dar f#suo+r ,,ane sorge er dar wr,ane ſorge dar zv,,,,
4698,erne uorhte niht daz er uerlûr,er dahte niht daz er ver lure,,er enivorhte nicht daz er verlür,,,,,
4699,,,,,ern wolte niht alſo fr#svo+,,,,
4700,den lip oder sin ere,leib od#aer+ ſele,,lip oder sele,v#aer+lieſen lip od#aer+ ſele,,,,
4701,er gedaht an die lere,er gedaht an die lere,,io gedachte er an di lere,er dahte an die lere,,,,
4702,die im der engel zusprah,die ime der engel z#svo+ ſp#ara+ch,,di um der engel zu sprach,die ime d#aer+ engel zv ſprach,,,,
4703,do er in ivngiste sach 3340,do er in ze leſte ſach,,do er zu iimgest sach,do er in mit vnfr#sov+den ſach,,,,
4704,diu fröte sinen gedanch,daz troſte ſeinen gedank,,di freute sine gedauk,dv vr#sov+te ſinen gedanc,,,,
4705,do hub er uf unt (ranch,do h#suo+b er ovf v#and+ trank,,do hub er ufe und trank,do hup er vf v#and+ tranc,,,,
4706,froliche uor in allen,,,,,,,,
4707,sie wanten in nider uallen,,,,,,,,
4708,ν uerderben da ze stete 3345,,,,,,,,
4709,iedoh got gnadeklicher tete,,,,,,,,
4710,der die sine meiner uerlat,,,,,,,,
4711,unt in an den noten bigestat,,,,,,,,
4712,,eine ſchenche grozze ,,eine schenke groze,eine schenke #dk+ groz,,,,
4713,,vor ſeinen h#sov+#dz+ſgenozzen,,vor sine husgenozen,vor ſime huſgnoz,,,,
4714,Do stunt er ane wende,er belaib ane miſſewende,,do stunt er ane wende,#iD+o ſtunt er ane wende,,,,
4715,sie fürten in bi der hende 3350,ſi namen in bei der hende,,si derwischten in bi der \ hende,ſie wiſten in bi der hende,,,,
4716,umbe den altière sibenstunt,v#and+ f#suo+rten in vm den alter ſiben ſtunt,,'urame den alt'' sibenstunt',umbe den alter ſibenſtvnt,,,,
4717,dannen schied er wolgesunt,von danne ſchiet er wol geſunt,,dannen schit er \ wol gesuut,dann#aen+ ſchiet er wol ge ſunt,,,,
4718,daz nehein urkunde,,,daz kein Urkunde,daz dehein vrkunde,,,,
4719,luglicher sunde,,,lugenl icher sunde,lugelicher ſunden,,,,
4720,an im wart erfunden 3355,,,an im wart erfunden,an ime wrde funden,,,,
4721,so gnas er uor den hunden,,,,,,,,
4722,,,,do vergaben in di wutenden hunde,do begaben in die wutinden hunde,,,,
4723,Nv get ez an unser froven ,#rD+o gienk ez an vnſer vrowen,,Do gink ez au unser vrouwen,do gienc ez an vnſer vr#sov+w#aen+,,,,
4724,da maht man wol schoen,,,,,,,,
4725,spilntiv ögen frien mut,,,,,,,,
4726,uon gote was sie so behut 3360,,,,,,,,
4727,,div ſt#suo+nt mit ſpilinden oug#aen+,,di stunt 1 mit spunden ougen,dv ſtunt mit ſpilinden #sov+gen,,,,
4728,enmitten inme chreizze,mitten in dem kraizze,,mitten in deme krcize,mitten indeme kreize,,,,
4729,div Scheltwort als heizze,div ſcheltwort vil haizze,,di 8ch eltwort also heize,dv ſchelt wort als heize,,,,
4730,diu waren ir sam daz towe,waren ir linde als ein tav ,,di warn ir linde als der tou,waren ir linde als daz t#sov+,,,,
4731,wand sie daz unreht nie gerowe,,,wa«n si di bosheit nie gerou,wan ſi boſhait nîe ge r#sov+,,,,
4732,daz sie mit iemen îe begîe 3365,,,di si mit mauuen bcgie,die ſv mit mannen îe begîe,,,,
4733,ioh den willen gewan sie nie,,,den I willen gewan si nie,den willen gwan ſiv nîe,,,,
4734,,die man ire fure plav,,,,,,,
4735,Der bisgof redet samet ir,der pyſchof ret mit ir,,der bischof rette mit ir,#iD+er biſcof redte mit ir,,,,
4736,die schulde kiesen wir,daz vrkunde kieſe wir,,daz urkunde kisen wir,daz vrkunde ſehen wir,,,,
4737,an din selbes libe,an din ſelbes leibe,,an diu selbis libe,an din ſelbes libe,,,,
4738,sag an wer dich ze wibe 3370,nv ſage w#di+er dich ze weibe,,nu sage wer dich zu wibe,ſage wer dich ze wibe,,,,
4739,mit schänden habe gemachet,mit ſchanden habe gemachet ,,mit schänden hab gemachet,mit ſchanden hat gemachet,,,,
4740,des din oge lachet,,,des dm ouge lachet,deſ din #sov+ge lachet,,,,
4741,des mahtestu baz weinen,,,des mochtes du baz weinen,dv mahteſ baz #dm+ wainen,,,,
4742,du wirdest ze taeile den stêinen,,,,,,,,
4743,,v#and+ din ere beſwachet,,,,,,,
4744,,,,du must I den man bezeigen,dv muſt den man zaigen,,,,
4745,die mistu uor uns liden 3375,dv m#suo+ſt die pene leiden ,,und must di steine liden,v#and+ die ſtaine liden,,,,
4746,wand sie div e solhen wiben,,,,,,,,
4747,,die moyſes ſolhen weiben,,di wolyses sulchen wiben,die Moyſes ſelhen wiben,,,,
4748,erteilet an den buchen,#f49r+ geſatz hat an den b#suo+chen,,sazte an di buch,ſazte an den b#suo+chen,,,,
4749,du maht uns niht uersuchen,dv endarft vnſ niht v#aer+ſ#suo+chen,,du endarß I uns nicht versuchen,dvne mah vnſ niht v#aer+ſvchen,,,,
4750,mit ualslichem lögen,,,,,,,,
4751,,daz dv geturreſt laugen,,daz du turrest lougen,#iD+az dv geturreſt l#sov+gen,,,,
4752,daz tu hast gefrûmet tovgen 3380,daz dv getan haſt taugen,,daz du I hast gefrumet tougen,daz dv geſundet has t#sov+gen,,,,
4753,daz schinet an dir zware ,daz ſcheint an dir vorn,,daz schinet an dir da vor we,daz ſchinet an dir vorne,,,,
4754,'din reht hilfet dir undare''',,,,,,,,
4755,,von dem goteſ zorn,,'von dem gotis zorne''',von deme goteſ zorne,,,,
4756,Diu maget began antwrten,Si begunde im antwurtten ,,di maget in antworte,dv maget antwrte,,,,
4757,mit senftlichen Worten,mit gezogen worten,,mit gezognlichen worten,mit gezogenlichen worten,,,,
4758,(ja hete sie die zunge 3385,,,io hatte sin zungen,io hete ſv die zvngen,,,,
4759,in suzze rede betwngen),,,in suze rede betwungen,in ſelhe rede #fE1v+ betwngen,,,,
4760,sie sprah  ich enhan des niht getan,ſi ſp#ara+ch ich han des niht getan,,si sprach ich enhab des nicht 1 etan,ſu ſp#ara+ch ich en han ſelhes niht getân,,,,
4761,daz ich habe todes wan,,,daz ich todes habe wan,daz ich des todes habe wân,,,,
4762,,darum ir mich ſprehet an,,,,,,,
4763,got weiz min unschulde,got waiz wol mine ſchulde,,got weiz min unischulde,got waîz wol mine ſculde,,,,
4764,nnde han ich sine hulde 3390,v#and+ hab ich ſine hul#lde+,,und hab ich gotis hulde,v#and+ han ich ſine hulde,,,,
4765,so muz min rat werden,ſo mak mein rat werden,,so müz min rat werden,ſo m#svo+z mîn rat werden,,,,
4766,eme lat mili niht erwerden,er lat mich niht v#aer+ſeren,,er enlezet mich nicht dersterben,er lat mich niht v#aer+derben,,,,
4767,han aue ich gesundet,han aber ich geſvndet ,,hab aber ich ge sundet,#iH+an aber ich ge ſundet,,,,
4768,daz ich so bin erzundet,daz ich pin enzundet,,daz ich so bin enzundet,daz ich bin en zvndet,,,,
4769,mit werltlikem vîure 3395,von werltlichem fiwer,,mit werltlichem füre,mit weltlichem fure,,,,
4770,sin gnade ist so tivre,ſin genade ſey mir tiwer,,sin gnad ist so ture,ſin gnade iſt ſo gehure,,,,
4771,daz erz wol mak erzeigen,,,daz mag er wol derzeigen,daz mac er wol er zeigen,,,,
4772,swer sih ze sunden wil neigen,,,,,,,,
4773,,,,wer di sele wil gemeilen,ſwer die ſele wil vn raînen,,,,
4774,derne darf den aalsliken sin,,,der endarf deu falschen siu,der en darf den falk ſîn,,,,
4775,niht uerlazzen an in 3400,,,nicht lazen an in,niht lazen an in,,,,
4776,sih selben er betrage,,,sich selber er betrüge,ſich ſelben er truge,,,,
4777,swer mit im dehein luge,,,wer mit im keine lugen,ſwer mit ime deheiner luge,,,,
4778,gedsehte beherten,,,wolte beherten,wolte beherten,,,,
4779,erne lie mich nie uerwerten,,,er enliz nie verwerten,ern lie mich niht v#aer+werten,,,,
4780,uon îemaens unzuhten 3405,,,mit mannes Unzuchten,von mannes vnzvhten,,,,
4781,daz wil ich hie gerihten,,,des wil ich hie gerichten,daz wil ich hie gerihten,,,,
4782,allem disem gesinde,,,,,,,,
4783,div urteil ist mir linde,,,,,,,,
4784,wand die mih hiute hie sehent,,,,,,,,
4785,,ſwaz ich mit mannen ie begie,,,,,,,
4786,,da fur wil ich rihten hie,,,,,,,
4787,,daz ich der vnſchuldek ſey,,,,,,,
4788,,,,'aller dirre dy''t',#iA+ller dirre diete,,,,
4789,,,,wil ez got gebiet,wil ez got gebîeten,,,,
4790,,,,di mich geho]rent und gesehent,die ez horent v#and+ ſehent,,,,
4791,hernah sie des iehent 3410,,,daz si her nach iehent,daz ſi des her nach iehent,,,,
4792,'daz got der sterker si''',,,'daz got I der sterker si''',daz got d#aer+ ſterker ſî,,,,
4793,daz wazzer daz stunt ir bi,daz wazzer daz ir ſt#suo+nt bey,,daz wazer daz ir stunt bi,daz wazzer ſtunt da bi,,,,
4794,nu hub sie uf unde tranch,,,,,,,,
4795,ane stritlichen wanch,,,,,,,,
4796,,daz h#suo+b ſi ane twanch,,,,,,,
4797,,ovf v#and+ t#ara+nch,,,,,,,
4798,,,,daz hub si also hohe,,,,,
4799,,,,,ſv ſach geîn deſ himeles hohe,,,,
4800,,,,und trank ez also schone,do tranc ſv also ſchone,,,,
4801,so uil daz sie des iahen 3415,ſo vil daz ſi des iahen,,so vil daz ] di des jähen,daz ſi alle iahen,,,,
4802,die daz gerihte sahen,die daz gerihte ſahen,,di daz gerichte sahen,die daz gerihte ſahen,,,,
4803,daz sis alle gnuch duhte,daz ſis gen#suo+k douhte,,daz si sin gnj/c duchte,daz ſies gnvc duhte,,,,
4804,ir antlutze ir do luhte,ir antlutz ir do louhte,,ur antlize schone luchte,ir antluzze ir do luhte,,,,
4805,michels baz denne e,michel paz danne #^æ+,,michels haz danne e,michel baz danne ê,,,,
4806,ez entet ir niender wê 3420,ez entet ir ninder wæ,,ez entet ur nicht we,ez en tet ir niht wê,,,,
4807,sie ne liezzen sie niht gesten,ſi liezzen ſey niht ſten,,si enlizen si nicht sten,ſi liezen ſie niht ſtên,,,,
4808,sien muse sibenstunt gen,ſi m#suo+ſte ſibenſt#sun+t gen,,si muste sibenstunt gen,ſv mvſten ſibenſtvnt gên,,,,
4809,umbe den altière,vm den altar,,umme den 1 altar,vmbe den altare,,,,
4810,do erzaigeten ir gebaere,do zaigt#aen+ ire gebar,,do erzeigten ur di gebar,,,,,
4811,,,,,v#and+ zaigete da zware,,,,
4812,daz sie niht enswar 3425,daz ſey niht enſwar,,daz si nicht enswar,daz ſv niht en ſwar,,,,
4813,vnd ir δ eh arges nîen war,,,,,,,,
4814,do begaben sies alle,,,,,,,,
4815,mit leide ioh ir sele ualle,,,,,,,,
4816,daz sie die lieben gotes brut,,,,,,,,
4817,erbeiget hseten über lvt 3430,,,,,,,,
4818,Leide sahen in die herren,,,,,,,,
4819,ν uorhten inz gewerren,,,,,,,,
